,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Profit Margin,Month Date,Weekday
2975,West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Street Footwear,4702.32,140,756,409478.0,Outlet,2021,November,54163.75661375662,11,Thursday
2976,Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Apparel,4005.68,140,644,348815.0,Outlet,2021,May,54163.819875776404,5,Monday
2977,Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,3483.2,140,560,303317.0,Outlet,2021,June,54163.75000000001,6,Saturday
2978,Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,5050.64,139,806,439810.0,Online,2021,May,54566.99751861043,5,Thursday
2979,Sports Direct,1197831,2021-10-14,South,Texas,Dallas,Men's Apparel,4876.48,138,773,424644.0,Online,2021,October,54934.54075032342,10,Thursday
2980,West Gear,1128299,2020-02-17,West,Nevada,Las Vegas,Men's Apparel,5921.44,138,938,515639.0,Online,2020,February,54972.17484008529,2,Monday
2981,West Gear,1128299,2020-02-25,West,Nevada,Las Vegas,Men's Street Footwear,4876.48,138,773,424644.0,Online,2020,February,54934.54075032342,2,Tuesday
2982,West Gear,1128299,2020-06-01,West,Washington,Seattle,Men's Street Footwear,3134.88,138,497,272985.0,Online,2020,June,54926.559356136815,6,Monday
2983,West Gear,1128299,2020-07-20,West,Washington,Seattle,Men's Athletic Footwear,5573.12,138,883,485307.0,Online,2020,July,54961.155152887884,7,Monday
2984,West Gear,1128299,2020-07-30,West,Washington,Seattle,Women's Apparel,7663.04,138,1214,667298.0,Online,2020,July,54966.8863261944,7,Thursday
2985,West Gear,1128299,2020-08-02,West,Washington,Seattle,Women's Street Footwear,6356.84,138,1007,553554.0,Online,2020,August,54970.60575968222,8,Sunday
2986,West Gear,1128299,2020-08-03,West,Washington,Seattle,Women's Athletic Footwear,6618.08,138,1049,576302.0,Online,2020,August,54938.22688274547,8,Monday
2987,Kohl's,1189833,2021-01-02,Midwest,Montana,Billings,Women's Apparel,3744.44,138,593,326066.0,Online,2021,January,54985.8347386172,1,Saturday
2988,Sports Direct,1197831,2021-08-03,Midwest,Nebraska,Omaha,Women's Street Footwear,2438.24,138,386,212322.0,Online,2021,August,55005.69948186528,8,Tuesday
2989,Sports Direct,1197831,2021-08-04,Midwest,Nebraska,Omaha,Women's Athletic Footwear,2873.64,138,455,250237.0,Online,2021,August,54997.142857142855,8,Wednesday
2990,Sports Direct,1197831,2021-08-06,South,Alabama,Birmingham,Women's Apparel,2786.56,138,442,242654.0,Online,2021,August,54899.09502262443,8,Friday
2991,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Street Footwear,5398.96,138,856,470141.0,Online,2021,December,54923.01401869158,12,Friday
2992,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Athletic Footwear,5311.88,138,842,462559.0,Online,2021,October,54935.74821852732,10,Sunday
2993,Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Street Footwear,5398.96,138,856,470141.0,Online,2021,April,54923.01401869158,4,Saturday
2994,West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,3657.36,138,580,318483.0,Online,2021,February,54910.862068965514,2,Wednesday
2995,West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Street Footwear,3570.2799999999997,138,566,310900.0,Online,2021,September,54929.328621908135,9,Wednesday
2996,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,3744.44,138,593,326066.0,Online,2021,November,54985.8347386172,11,Wednesday
2997,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,2873.64,138,455,250237.0,Online,2021,January,54997.142857142855,1,Tuesday
2998,Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Women's Apparel,2873.64,138,455,250237.0,Online,2021,February,54997.142857142855,2,Wednesday
2999,Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Street Footwear,3570.2799999999997,138,566,310900.0,Online,2021,June,54929.328621908135,6,Thursday
3000,Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,3570.2799999999997,138,566,310900.0,Online,2021,November,54929.328621908135,11,Tuesday
3001,Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,4179.84,138,662,363980.0,Online,2021,December,54981.87311178248,12,Wednesday
3002,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Apparel,2089.92,138,331,181990.0,Online,2021,January,54981.87311178248,1,Monday
3003,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Street Footwear,2089.92,138,331,181990.0,Online,2021,July,54981.87311178248,7,Saturday
3004,West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Apparel,5573.12,138,883,485307.0,Online,2021,August,54961.155152887884,8,Tuesday
3005,West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Street Footwear,2089.92,138,331,181990.0,Online,2021,April,54981.87311178248,4,Monday
3006,West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Apparel,2438.24,138,386,212322.0,Online,2021,April,55005.69948186528,4,Monday
3007,Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Athletic Footwear,4441.08,138,704,386729.0,Online,2021,June,54933.09659090909,6,Wednesday
3008,Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Street Footwear,4441.08,138,704,386729.0,Online,2021,June,54933.09659090909,6,Wednesday
3009,Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,3657.36,138,580,318483.0,Online,2021,January,54910.862068965514,1,Tuesday
3010,Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,3657.36,138,580,318483.0,Online,2021,January,54910.862068965514,1,Tuesday
3011,Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,4702.32,138,745,409478.0,Online,2021,July,54963.48993288591,7,Monday
3012,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,4615.24,138,731,401895.0,Online,2021,December,54978.796169630645,12,Sunday
3013,Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Athletic Footwear,3570.2799999999997,138,566,310900.0,Online,2021,June,54929.328621908135,6,Friday
3014,Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Women's Street Footwear,2002.84,138,317,174407.0,Online,2021,September,55017.98107255521,9,Thursday
3015,Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Women's Apparel,3221.96,138,511,280568.0,Online,2021,September,54905.675146771035,9,Thursday
3016,Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Men's Athletic Footwear,2525.32,138,400,219905.0,Online,2021,October,54976.25000000001,10,Monday
3017,Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Men's Apparel,6618.08,138,1049,576302.0,Online,2021,November,54938.22688274547,11,Wednesday
3018,Amazon,1185732,2021-02-22,Midwest,Ohio,Columbus,Men's Street Footwear,3309.04,138,524,288151.0,Online,2021,February,54990.64885496183,2,Monday
3019,Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Street Footwear,3309.04,138,524,288151.0,Online,2021,January,54990.64885496183,1,Tuesday
3020,Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,3657.36,138,580,318483.0,Online,2021,September,54910.862068965514,9,Monday
3021,Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Street Footwear,4266.92,138,676,371563.0,Online,2021,July,54964.940828402374,7,Monday
3022,West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,5050.64,138,800,439810.0,Online,2021,December,54976.25000000001,12,Thursday
3023,Foot Locker,1185732,2021-02-22,Northeast,West Virginia,Charleston,Men's Street Footwear,2786.56,138,442,242654.0,Online,2021,February,54899.09502262443,2,Monday
3024,Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Men's Street Footwear,2786.56,138,442,242654.0,Online,2021,January,54899.09502262443,1,Sunday
3025,Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Street Footwear,4092.7599999999998,138,649,356398.0,Online,2021,June,54914.94607087827,6,Tuesday
3026,Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Apparel,5747.28,138,911,500473.0,Online,2021,June,54936.66300768386,6,Saturday
3027,West Gear,1128299,2020-04-25,West,Colorado,Denver,Women's Apparel,6792.24,137,1069,591468.0,Online,2020,April,55329.09260991581,4,Saturday
3028,West Gear,1128299,2020-05-08,West,Colorado,Denver,Men's Street Footwear,4441.08,137,699,386729.0,Online,2020,May,55326.03719599427,5,Friday
3029,West Gear,1128299,2020-05-25,West,Colorado,Denver,Women's Apparel,6531.0,137,1028,568719.0,Online,2020,May,55322.859922178985,5,Monday
3030,West Gear,1128299,2020-07-04,West,Washington,Seattle,Women's Athletic Footwear,6792.24,137,1069,591468.0,Online,2020,July,55329.09260991581,7,Saturday
3031,Foot Locker,1185732,2020-11-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,4092.7599999999998,137,644,356398.0,Online,2020,November,55341.30434782609,11,Saturday
3032,Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Street Footwear,3134.88,137,493,272985.0,Online,2021,February,55372.21095334686,2,Wednesday
3033,West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Apparel,4876.48,137,767,424644.0,Online,2021,May,55364.276401564544,5,Saturday
3034,West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Athletic Footwear,3831.52,137,603,333649.0,Online,2021,September,55331.509121061354,9,Wednesday
3035,West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Street Footwear,4005.68,137,630,348815.0,Online,2021,October,55367.46031746031,10,Sunday
3036,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,4179.84,137,658,363980.0,Online,2021,July,55316.1094224924,7,Saturday
3037,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Street Footwear,3309.04,137,521,288151.0,Online,2021,September,55307.293666026875,9,Friday
3038,Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Apparel,4528.16,137,712,394312.0,Online,2021,October,55380.89887640449,10,Sunday
3039,West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Street Footwear,3309.04,137,521,288151.0,Online,2021,November,55307.293666026875,11,Wednesday
3040,West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,4092.7599999999998,137,644,356398.0,Online,2021,July,55341.30434782609,7,Tuesday
3041,Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Street Footwear,3221.96,137,507,280568.0,Online,2021,March,55338.85601577909,3,Friday
3042,Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Street Footwear,4354.0,137,685,379146.0,Online,2021,July,55349.78102189781,7,Monday
3043,Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,4441.08,137,699,386729.0,Online,2021,November,55326.03719599427,11,Saturday
3044,Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Women's Apparel,2960.72,137,466,257819.0,Online,2021,April,55325.96566523605,4,Saturday
3045,Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Men's Street Footwear,4179.84,137,658,363980.0,Online,2021,September,55316.1094224924,9,Thursday
3046,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,5137.72,137,808,447393.0,Online,2021,December,55370.42079207921,12,Thursday
3047,West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,2525.32,137,397,219905.0,Online,2021,October,55391.687657430724,10,Thursday
3048,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Street Footwear,2786.56,137,438,242654.0,Online,2021,June,55400.456621004574,6,Sunday
3049,Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Men's Street Footwear,3134.88,137,493,272985.0,Online,2021,January,55372.21095334686,1,Sunday
3050,Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Street Footwear,3570.2799999999997,137,562,310900.0,Online,2021,April,55320.2846975089,4,Sunday
3051,Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Men's Street Footwear,4876.48,137,767,424644.0,Online,2021,September,55364.276401564544,9,Friday
3052,Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Women's Apparel,5573.12,137,877,485307.0,Online,2021,July,55337.17217787913,7,Saturday
3053,Foot Locker,1185732,2021-11-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,5050.64,136,789,439810.0,Online,2021,November,55742.712294043085,11,Monday
3054,Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Street Footwear,1654.52,136,258,144076.0,Online,2021,March,55843.41085271318,3,Friday
3055,Sports Direct,1197831,2021-08-20,South,Texas,Dallas,Women's Athletic Footwear,2438.24,136,381,212322.0,Outlet,2021,August,55727.559055118116,8,Friday
3056,West Gear,1128299,2020-03-13,West,Nevada,Las Vegas,Men's Apparel,4266.92,136,666,371563.0,Outlet,2020,March,55790.240240240244,3,Friday
3057,Sports Direct,1197831,2021-04-30,South,Tennessee,Knoxville,Women's Athletic Footwear,3483.2,136,544,303317.0,Outlet,2021,April,55756.80147058823,4,Friday
3058,Sports Direct,1197831,2021-08-09,South,Alabama,Birmingham,Women's Street Footwear,2264.08,136,354,197156.0,Outlet,2021,August,55693.78531073446,8,Monday
3059,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,4528.16,136,707,394312.0,Outlet,2021,August,55772.56011315417,8,Tuesday
3060,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Apparel,4876.48,136,762,424644.0,Outlet,2021,November,55727.559055118116,11,Wednesday
3061,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,1828.68,136,286,159241.0,Outlet,2021,January,55678.67132867133,1,Tuesday
3062,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Apparel,1741.6,136,272,151659.0,Outlet,2021,April,55756.98529411764,4,Sunday
3063,West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Men's Athletic Footwear,1219.12,136,190,106161.0,Outlet,2021,November,55874.21052631579,11,Thursday
3064,West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Women's Athletic Footwear,1915.76,136,299,166824.0,Outlet,2021,December,55793.97993311037,12,Friday
3065,West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Apparel,4615.24,136,721,401895.0,Outlet,2021,August,55741.33148404993,8,Tuesday
3066,West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Street Footwear,3221.96,136,503,280568.0,Outlet,2021,May,55778.92644135189,5,Tuesday
3067,Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Women's Athletic Footwear,3483.2,136,544,303317.0,Outlet,2021,September,55756.80147058823,9,Sunday
3068,Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Street Footwear,2002.84,136,313,174407.0,Outlet,2021,January,55721.086261980825,1,Saturday
3069,Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Apparel,3918.6,136,612,341232.0,Outlet,2021,August,55756.86274509804,8,Monday
3070,Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Street Footwear,3047.7999999999997,136,476,265402.0,Outlet,2021,December,55756.72268907563,12,Wednesday
3071,Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,3134.88,136,490,272985.0,Outlet,2021,February,55711.22448979592,2,Friday
3072,Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,3134.88,136,490,272985.0,Outlet,2021,March,55711.22448979592,3,Thursday
3073,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,4005.68,136,626,348815.0,Outlet,2021,May,55721.246006389774,5,Thursday
3074,Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,3483.2,136,544,303317.0,Outlet,2021,November,55756.80147058823,11,Friday
3075,Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,3134.88,136,490,272985.0,Outlet,2021,May,55711.22448979592,5,Friday
3076,Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Men's Apparel,2264.08,136,354,197156.0,Outlet,2021,February,55693.78531073446,2,Thursday
3077,Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Street Footwear,957.88,136,150,83412.0,Outlet,2021,March,55608.00000000001,3,Tuesday
3078,Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Apparel,1480.36,136,231,128910.0,Outlet,2021,March,55805.19480519481,3,Tuesday
3079,Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,2264.08,136,354,197156.0,Outlet,2021,May,55693.78531073446,5,Sunday
3080,Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,Women's Street Footwear,957.88,136,150,83412.0,Outlet,2021,February,55608.00000000001,2,Sunday
3081,Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Apparel,3309.04,136,517,288151.0,Outlet,2021,July,55735.20309477756,7,Tuesday
3082,Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Apparel,3831.52,136,598,333649.0,Outlet,2021,August,55794.14715719064,8,Wednesday
3083,Foot Locker,1185732,2021-06-30,Midwest,Illinois,Chicago,Men's Street Footwear,4005.68,135,621,348815.0,Online,2021,June,56169.88727858293,6,Wednesday
3084,Foot Locker,1185732,2021-07-18,Midwest,Illinois,Chicago,Men's Street Footwear,4092.7599999999998,135,635,356398.0,Online,2021,July,56125.66929133858,7,Sunday
3085,Sports Direct,1197831,2021-08-28,South,Texas,Dallas,Women's Apparel,2786.56,135,432,242654.0,Online,2021,August,56169.9074074074,8,Saturday
3086,Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Men's Apparel,4615.24,135,716,401895.0,Online,2021,October,56130.58659217877,10,Saturday
3087,Foot Locker,1185732,2021-11-21,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,5573.12,135,864,485307.0,Online,2021,November,56169.791666666664,11,Sunday
3088,West Gear,1128299,2020-04-17,West,Colorado,Denver,Women's Athletic Footwear,5398.96,135,837,470141.0,Online,2020,April,56169.77299880525,4,Friday
3089,West Gear,1128299,2020-04-29,West,Colorado,Denver,Women's Athletic Footwear,5486.04,135,851,477724.0,Online,2020,April,56136.780258519386,4,Wednesday
3090,West Gear,1128299,2020-05-28,West,Colorado,Denver,Women's Street Footwear,4005.68,135,621,348815.0,Online,2020,May,56169.88727858293,5,Thursday
3091,West Gear,1128299,2020-07-15,West,Washington,Seattle,Women's Street Footwear,5486.04,135,851,477724.0,Online,2020,July,56136.780258519386,7,Wednesday
3092,Foot Locker,1185732,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Street Footwear,2786.56,135,432,242654.0,Online,2020,October,56169.9074074074,10,Friday
3093,Sports Direct,1197831,2021-03-13,Midwest,Montana,Billings,Women's Athletic Footwear,2786.56,135,432,242654.0,Online,2021,March,56169.9074074074,3,Saturday
3094,Sports Direct,1197831,2021-03-30,South,Tennessee,Knoxville,Women's Street Footwear,1654.52,135,257,144076.0,Online,2021,March,56060.700389105055,3,Tuesday
3095,Sports Direct,1197831,2021-08-28,South,Alabama,Birmingham,Women's Athletic Footwear,2960.72,135,459,257819.0,Online,2021,August,56169.716775599125,8,Saturday
3096,Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Street Footwear,3831.52,135,594,333649.0,Online,2021,March,56169.86531986533,3,Tuesday
3097,Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Street Footwear,6443.92,135,999,561137.0,Online,2021,December,56169.869869869864,12,Thursday
3098,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Athletic Footwear,5224.8,135,810,454976.0,Online,2021,September,56169.87654320987,9,Saturday
3099,West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,3221.96,135,500,280568.0,Online,2021,April,56113.6,4,Friday
3100,West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Athletic Footwear,3918.6,135,608,341232.0,Online,2021,October,56123.68421052631,10,Sunday
3101,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Apparel,4266.92,135,662,371563.0,Online,2021,June,56127.3413897281,6,Saturday
3102,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,3309.04,135,513,288151.0,Online,2021,September,56169.78557504873,9,Friday
3103,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,3657.36,135,567,318483.0,Online,2021,November,56169.841269841265,11,Thursday
3104,Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,3831.52,135,594,333649.0,Online,2021,December,56169.86531986533,12,Friday
3105,Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Street Footwear,2351.16,135,365,204739.0,Online,2021,April,56092.87671232877,4,Friday
3106,Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Apparel,3657.36,135,567,318483.0,Online,2021,August,56169.841269841265,8,Monday
3107,Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Street Footwear,3570.2799999999997,135,554,310900.0,Online,2021,October,56119.13357400722,10,Saturday
3108,Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Street Footwear,3657.36,135,567,318483.0,Online,2021,November,56169.841269841265,11,Tuesday
3109,Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Apparel,5050.64,135,783,439810.0,Online,2021,December,56169.859514687094,12,Wednesday
3110,Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,4702.32,135,729,409478.0,Online,2021,July,56169.82167352538,7,Sunday
3111,Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,3396.12,135,527,295734.0,Online,2021,January,56116.50853889943,1,Wednesday
3112,Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Street Footwear,3657.36,135,567,318483.0,Online,2021,September,56169.841269841265,9,Tuesday
3113,Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,5573.12,135,864,485307.0,Online,2021,December,56169.791666666664,12,Sunday
3114,Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,3831.52,135,594,333649.0,Online,2021,May,56169.86531986533,5,Sunday
3115,Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Men's Apparel,4354.0,135,675,379146.0,Online,2021,August,56169.77777777778,8,Tuesday
3116,Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,5137.72,135,797,447393.0,Online,2021,November,56134.62986198243,11,Wednesday
3117,Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Men's Street Footwear,3221.96,135,500,280568.0,Online,2021,January,56113.6,1,Friday
3118,Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Apparel,4963.5599999999995,135,770,432227.0,Online,2021,June,56133.37662337662,6,Friday
3119,Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,3570.2799999999997,135,554,310900.0,Online,2021,June,56119.13357400722,6,Saturday
3120,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,4528.16,135,702,394312.0,Online,2021,December,56169.800569800565,12,Thursday
3121,Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Men's Street Footwear,4179.84,135,648,363980.0,Online,2021,August,56169.753086419754,8,Saturday
3122,Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Apparel,4876.48,135,756,424644.0,Online,2021,June,56169.841269841265,6,Tuesday
3123,Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Men's Street Footwear,5224.8,135,810,454976.0,Online,2021,November,56169.87654320987,11,Sunday
3124,Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Street Footwear,4702.32,135,729,409478.0,Online,2021,December,56169.82167352538,12,Monday
3125,Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Street Footwear,4615.24,135,716,401895.0,Online,2021,September,56130.58659217877,9,Monday
3126,Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,5050.64,135,783,439810.0,Online,2021,August,56169.859514687094,8,Wednesday
3127,Sports Direct,1197831,2021-10-01,South,Texas,Dallas,Women's Athletic Footwear,3570.2799999999997,135,554,310900.0,Outlet,2021,October,56119.13357400722,10,Friday
3128,West Gear,1128299,2020-01-03,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,3047.7999999999997,135,473,265402.0,Outlet,2020,January,56110.35940803382,1,Friday
3129,Sports Direct,1197831,2021-10-03,South,Alabama,Birmingham,Women's Athletic Footwear,3134.88,135,486,272985.0,Outlet,2021,October,56169.753086419754,10,Sunday
3130,Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Women's Apparel,2264.08,135,351,197156.0,Outlet,2021,February,56169.800569800565,2,Thursday
3131,Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Women's Street Footwear,1741.6,135,270,151659.0,Outlet,2021,March,56170.00000000001,3,Saturday
3132,Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Apparel,3744.44,135,581,326066.0,Outlet,2021,December,56121.51462994837,12,Wednesday
3133,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,4005.68,135,621,348815.0,Outlet,2021,May,56169.88727858293,5,Thursday
3134,Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Street Footwear,2786.56,135,432,242654.0,Outlet,2021,September,56169.9074074074,9,Tuesday
3135,Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Apparel,4005.68,135,621,348815.0,Outlet,2021,September,56169.88727858293,9,Tuesday
3136,Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Apparel,4092.7599999999998,135,635,356398.0,Outlet,2021,June,56125.66929133858,6,Friday
3137,Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Men's Athletic Footwear,1567.44,135,243,136493.0,Outlet,2021,January,56169.95884773662,1,Saturday
3138,Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Street Footwear,3483.2,135,540,303317.0,Outlet,2021,August,56169.81481481481,8,Friday
3139,Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Athletic Footwear,2264.08,135,351,197156.0,Outlet,2021,September,56169.800569800565,9,Sunday
3140,West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Women's Apparel,4615.24,135,716,401895.0,Outlet,2021,November,56130.58659217877,11,Saturday
3141,West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,3047.7999999999997,135,473,265402.0,Outlet,2021,July,56110.35940803382,7,Monday
3142,Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,3396.12,135,527,295734.0,Outlet,2021,August,56116.50853889943,8,Wednesday
